0	0.004266667
5	0.280133333
10	0.561066667
15	0.842
20	1.1216
25	1.404266667
30	1.684933333
35	1.966933333
40	2.2483
45	2.530766667
50	2.8123
55	3.094966667
60	3.3773
65	3.658866667
70	3.9483
75	4.2241
80	4.506833333
85	4.7885
90	5.0719
95	5.3544
100	5.636566667
105	5.918
110	6.1997
115	6.4839
120	6.7659
125	7.048033333
130	7.330033333
135	7.612966667
140	7.895033333
145	8.177333333
150	8.4632
155	8.741733333
160	9.024266667
165	9.306533333
170	9.5888
175	9.871333333
180	10.15373333
185	10.43426667
190	10.71643333
195	10.99693333
200	11.2782
205	11.5577
210	11.8372
215	12.11776667
220	12.39826667
225	12.67436667
230	12.95683333
235	13.22173333
240	13.48896667
245	13.74733333
250	13.9944
255	14.22956667
260	14.45373333
265	14.6684
270	14.87323333
275	15.0783
280	15.2633
285	15.44816667
290	15.62666667
295	15.79963333
300	15.9679
305	16.1316
310	16.28973333
320	16.5941
325	16.74043333
330	16.88173333
335	17.0213
340	17.15466667
345	17.2835
350	17.41223333
355	17.53613333
360	17.6556
365	17.772
370	17.88483333
375	17.99386667
380	18.10053333
