0.142	0.010633333
10.141	0.189266667
20.126	0.362666667
30.130	0.539866667
40.139	0.719433333
50.141	0.8962
60.155	1.076
70.155	1.253366667
80.143	1.431366667
90.148	1.609133333
100.151	1.788
110.144	1.9636
120.148	2.145733333
130.155	2.320633333
140.157	2.500566667
150.143	2.6779
160.144	2.856166667
170.151	3.0348
180.142	3.211633333
190.140	3.3893
200.141	3.5695
210.152	3.745766667
220.146	3.9259
230.145	4.101533333
240.144	4.281266667
250.154	4.456033333
260.145	4.635466667
270.162	4.8126
280.157	4.989566667
290.154	5.167033333
300.153	5.341966667
310.159	5.519233333
320.147	5.696033333
330.157	5.8714
340.150	6.0475
350.150	6.225133333
360.145	6.401333333
370.148	6.574433333
380.147	6.751833333
390.162	6.926633333
400.160	7.100866667
410.157	7.272633333
420.160	7.448466667
430.159	7.6248
440.158	7.791633333
450.156	7.963533333
460.170	8.1366
470.161	8.3007
480.163	8.463433333
490.162	8.622633333
500.136	8.7675
510.126	8.915966667
520.141	9.047866667
530.135	9.1793
540.131	9.3042
550.129	9.4275
560.128	9.5455
570.133	9.659066667
580.131	9.772033333
590.132	9.879066667
600.135	9.9886
610.133	10.09143333
620.137	10.19206667
630.130	10.29143333
640.131	10.38736667
650.128	10.48296667
660.125	10.575
670.131	10.6651
680.140	10.75406667
690.128	10.84226667
700.123	10.92633333
